raw_text,cleaned_words
"시선을 끄는 캐릭터, 중독성 있고 좋은 노래, 팬들을 향한 마음,",시선 캐릭터 중독 노래 마음
음.. 내 스타일은 아닌걸로,스타일
나는 쌍절곤 들고갈게 나도 끼워줘,쌍절곤 고갈
재밋네용 골든 노래 조음. 스토리는 조금 아쉽 국뽕으로 0.5 추가,재밋네용 노래 조음 스토리 조금 아쉽다 국뽕 추가
집착적인 연출로 빚어낸 단점 없는 K팝 온보딩,집착 연출 단점 온보딩
한국에 대한 내용을 외국쪽에서 이렇게 잘 만들줄이야.,한국 대한 내용 외국
앞으로골든듣는사람이랑대화안함,사람 대화 안함
이제는 당당히 세상에 드러낼 수 있는 우리.,이제 당당하다 세상 우리
구구절절 설명하는 가사로 구성된 최근의 디즈니 영화 노래로부터 받은 실망을 풀었다.,절절 설명 가사 구성 최근 디즈니 노래 로부터 실망
"3.5점 중 노래가 한 3.3점 정도는 되는듯,, 사실 어반 판타지 장르에 한국풍을 이렇게 잘 녹여내고 고증했다는 것 만으로도 너무 좋았지만 진짜 ost가 어후 너무좋아",노래 정도 사실 어반 판타지 장르 한국 고증 어후
"“어둠이 아무리 짙어도, 빛은 반드시 돌아와.”",어둠 짙다 반드시
헌트릭스 화이팅,트릭 화이팅
교포가 만들었으니 이렇게 성공한 것,교포 성공하다
노래가 듣기 좋다.,노래 듣기
재밌는데 막 개ㅑㅐㅐ꿀잼!! 이건 아님 노래가 좋음 타전공쉅땜에 쉅에서 한번더봤는데 두번 봐도 재밌드라 근데 세번 볼 정돈 아님 ㅋ,재밌다 꿀잼 이건 노래 쉅땜 한번 재밌드 세번 정돈
남은 건 미국 어린이들이 부를 OST뿐.,미국 어린이
케이팝 뉴웨이브의 얼렁뚱땅 성장기.,뉴웨이브 얼렁뚱땅 성장기
내 취향이 아니라고 생각해서 안봤는데 전세계적으로 각광받아서 본 작품. 한국적인 요소를 찾는 재미도 있었고 목소리나 노래들이 다 좋았다. 하지만 오글거리는 부분들도 많았다.,취향 전세계 각광 한국 요소 재미 목소리 노래 부분
엥 시작부터 그냥 블랙핑크세요,시작 블랙 핑크
아부지에게 케이팝을 설명하기 위한 딱 조은 설명서｡🗞️,아부지 설명 설명
익숙한 것도 환호케 하는 노래와 에너지,익숙하다 환호 노래 에너지
"한국의 무속신앙에서 시작된 가무의 역사를 현대의 케이팝으로 연결시키는 설정이 흥미로웠다. 루미 뿐만 아니라 미라도 조이도 그렇듯, 누구든 각자 나름대로 숨기고 싶은 단점과 속사정이 패턴처럼 새겨져 있을 것이다. 이 패턴을 인정하며 받아들이고, 좋아하는 팝 노래를 흥얼거릴 수 있을 때 우리는 마음 안의 귀마를 물리치고 나아갈 수 있는 게 아닐까",한국 무속신앙 시작 가무 역사 현대 연결 설정 흥미롭다 루미 미라 조이 누구 각자 나름 숨기 단점 속사정 패턴 패턴 인정 좋아하다 노래 우리 마음 물리
"우리의, 그 노래가, 문화가 될지니",우리 노래 문화
외국인들도 좋아한다니 좋네요 ㅎ,외국인 좋아하다
러브라인 없는편이 좋은데 강제로 럽라 만드는건 별로임,러브 라인 편이 강제 럽라 별로
"솔직히 유치하고, 이게 왜 대히트를 쳤는지 이해가 가지 않는다. 유치원생 때 보기 좋은 애니메이션이라는 느낌이 들었다. 하지만 시대의 최고 인기작이고 유행이니 왜 성공했는지 알아볼 필요는 있는 것 같다. 이젠 스토리보다는 트렌디함이 더 중요한 흥행 요소인가.",솔직하다 유치하다 히트 이해 가지 유치원 보기 애니메이션 시대 최고 인기 유행 성공하다 필요 스토리 트렌디 중요하다 흥행 요소
골든 나올 때 경복궁여시마냥 나도 모르게 눈물이 흐름...(진짜임) 나 전생에 악령이었던 걸까 ㅠㅠ,경복궁 시마 눈물 흐름 전생 악령
한국적인 것을 잘 알리는 외국인이 만든 영화,한국 외국인
골든 테익다운 진짜 노래로장풍쏘는줄알았음 너무좋아,노래
무난한 내용과 연출이지만 한국적인 요소가 잘 표현돼서 맘에 들었다. 노래도 좋고,무난 내용 연출 한국 요소 표현 노래
저승사자 복장이 이렇게 섹시할 줄이야...?!,저승사자 복장 섹시하다
제목에서 주는 기대치의 딱 두배정도 친듯 결론은 재밌다,제목 대치 배정 결론 재밌다
뻔하지만 재밌다. 우리 엄마가 진우보고 잘생겼다고 했다.,뻔하다 재밌다 우리 엄마 진우 보고 잘생기다
노래와 문화 모든걸 연결짓는 창의적인 연결고리,노래 문화 연결 창의 연결고리
노래의 힘으로 세계를 사로잡았구나,노래 세계
왠지모를 디즈니풍이 느껴지는 영화,지모 디즈니
무대 의상을 입고 악마를 때려잡는다.,무대 의상 악마
김구 선생님 그날이 왔습니다,김구 선생님 그날
가야 할 길을 확실하게 알고 가는 이의 자신감.,가야 확실하다 이의 자신감
온갖 한국 문화를 가져다 놓았으나 전혀 한국적이지 않다,온갖 한국 문화 전혀 한국
스타일. 자식이 아니라 부모가 되어 많은 자손을 거느릴 작품이다. 촘촘하게 빈 데가 없다. 하나의 매트릭스. 수열이 가득한 작품.,스타일 자식 부모 자손 느리다 촘촘하 하나 매트릭스 수열 가득하다
루미야 집 가서 어머니 아버지 모시고 오렴 ^^,루미 어머니 아버지 모시
첨엔 넘 뻔한 스토리라고 생각했는데 노래의 힘이 장난 아니다... 여러번봄,뻔하다 스토리 노래 장난 번봄
사람들이 인간애적인 이야기에 목 말랐던 것 아닐까.,사람 인간 이야기 마르다
흐지부지 결말 2탄이 나오나,흐지부지 결말
ost 등 파급력이 대단해 영화 자체에 대한 평가는 크게 의미가 없지 싶다,파급 대단하다 자체 대한 평가 크게 의미
좀 오글거렸지만 노래도 좋고 전반적으로 멋있어서 재밌게 봤다,노래 전반 멋있다 재밌다
케이팝뿐 아니라 K-푸드까지도 디테일하게 표현해 한국 관광 욕구 마구 일으키는(한국 거주중이지만) 애니메이션. 음악도 좋고 다양한 세대를 아우르는 콘텐츠,푸드 디테 표현 한국 관광 욕구 마구 한국 거주 애니메이션 음악 다양하다 세대 콘텐츠
이건 뭔가… 국뽕에 취해서 정상적인 평가가 불가능했지만 솔직히 재밌었다고 인정,이건 뭔가 국뽕 취해 정상 평가 불가능하다 솔직하다 재밌다 인정
가짜가족 이야기는 영원히 나를 울려요,가짜 가족 이야기 영원하다
속시원히 노래하고 동료와 잘 지내는것만으로도 악귀를 물리칠수있다,시원하다 노래 동료 악귀 물리
때때로 오글거리지만 K-pop과 잘 버무린 한국의 정서. 미국맛에 한국맛 첨가가 아니라 한국의 맛에 미국맛 1프로 첨가라 더 좋았다. 하지만 얼개가 너무 엉성했다. 루미 이야기가 더 보고싶었다. 그래서 진우는 그냥 이대로 등장이 끝인건지. 그리고 생각보다 노래가 너무 좋아서 당황스러움. 골든과 소다팝. 중독성 장난 아니었고 안효섭 배우 더빙 연기 좋았다. 이병헌 배우는 그냥 레전드.,버무린 한국 정서 미국 한국 첨가 한국 미국 프로 첨가 얼개 성하다 루미 이야기 진우 등장 노래 당황 스럽다 중독 장난 안효섭 더빙 연기 이병헌 레전드
작품자체와 문화적 효과는 그 공을 인정한다만.. 미안 취향차이라서욥,자체 문화 효과 인정 다만 미안 취향 차이
스토리는 불친절했지만 얼렁뚱땅 기승전결은 다있음 그리고 루미와 진우가 마지막에 키스씬 있었으면 별점 1.5 줄뻔했어요,스토리 불친절하다 얼렁뚱땅 기승 전결 루미 진우 마지막 키스 뻔하다
끔찍한 아니 깜찍한 혼종 아니 혼문,끔찍하다 깜찍하다 혼종 혼문
메이의 새빨간 비밀을 다시 보고 싶다.,메이 비밀 다시 보고
"내 아이돌이 팬싸에서저러고잇다는생각이들때 집중하기가어려웟긔,,",아이돌 팬싸 집중 웟긔
"대기업이 먹여주는 대담한 소재, 안전한 진행 그리고 확실한 교훈",대기업 대담하다 소재 안전하다 진행 확실하다 교훈
세상에 나와서는 안되는 영화. 스토리는 뽀로로가 압승이고 음악은 흔해빠짐.,세상 안되다 스토리 뽀로로 압승 음악 흔하다
국위선양과 노래가 좋습니다..,국위 선양 노래
이런 유치한 게 뭐라고 인기가 많누ㅋㅋㅋ,유치하다 인기
퀄리티는 상당히 준수하나 이렇게까지 인기있는 이유가 신기한 스토리의 유치함.,퀄리티 상당하다 준수 하나 인기 이유 신기하다 스토리 유치하다
스토리는 무난하지만 캐릭터와 이미지만큼은 아름다운 영화!,스토리 무난 캐릭터 이미지 아름답다
"스스로를 부정하고 숨기면서 이룬 성공은 닿을 수 없는 황금 혼문에 불과할 뿐. 결국 헌트릭스의  ""Take down""은 스스로의 정체성을 디스하며 루미를 무너트렸고, 자신의 있는 그대로를 인정한 루미는 백만개의 유리조각처럼 환하게 눈부셨다.",스스로 부정 성공 황금 혼문 불과하다 트릭 스스로 정체 디스 루미 무너트렸 자신 그대로 인정 루미 백만 유리 조각 환하다 눈부시다
어린이 영화지만 노래는 좋다,어린이 노래
설정과 스타일에 치중해 모든 서사가 빈약하지만 음악 장면의 모든 완성도가 출중한 편.,설정 스타일 치중 모든 서사 빈약하다 음악 장면 모든 완성 출중하다
사실 스토리는 예상가능한 뻔한 스토리지만 난 노래만 들으면 눈물을 흘리는 병이 있다고...,사실 스토리 예상 가능하다 뻔하다 스토리 노래 눈물
내 취향은 아니지만 문화현상을 만들어낸 대단한 영화라고 생각함,취향 문화 현상 대단하다
이이디어보다도 그에 대한 고찰의 승리.,이디어 대한 고찰 승리
무당과 걸그룹을 연결지은 신박함. 왜 세계적 인기인지 나만 이유를 모름,무당 걸그룹 연결 지은 박하다 세계 인기 이유 모름
평범한 스토리에도 좋은 음악과 액션으로 이끌어가는 짜임새. 요즘의 한국적인 요소가 잘 담긴 영화라서 더 반갑다.,평범하다 스토리 음악 액션 짜임새 요즘 한국 요소 반갑다
표현들이 진부하지 않고 맛있어서 그런가 재밌게 봤습니다 ㅎ,표현 진부하다 맛있다 런가 재밌다
국뽕만으로도 벅차오르는,국뽕 벅차오르다
한국적 특색을 잘 살렸고 노래가 좋았음,한국 특색 노래
빠른 템포로 진행한 점이 신의 한수.,빠르다 템포 진행 신의 한수
전 세계 1위라 별로 재미는 없어보이긴 했는데 이때 아니면 언제보나 이런 생각도 들고 이동진평론가님이 보셔서 본게 크다.ㅋㅋ 뭔가 애니메이션이 한국배경이라 조금 신기했다. 꽤나 감동포인트도 있고 노래도 중독성있고 나름 재밌게 봤다.,세계 별로 재미 제보 이동진 평론가 뭔가 애니메이션 한국 배경 조금 신기하다 감동 포인트 노래 중독 나름 재밌다
평생을 오타쿠로서 살아온 사람으로서 너무 재미있다..,평생 오타쿠 로서 사람 재미있다
"이렇게 재미없게 볼 줄은 보기전까지는 나도 몰랐다. 반응이 대체로 좋아서 나도 좋아하지 않을까라는 막연한 기대감이 살짝 있었는데 전혀 아니었다. 세대를 아우르는 애니도 있지만, 이 영화는 나같은 사람을 위한 건 아니니까.. 뭐랄까 쇼츠같은 게 연속으로 재생되는 느낌이었다고 해야하나..그래서인지 지루한감은 없는데 충분히 캐릭터에 이입하고 공감할 시간이 너무 부족하다고 느껴짐. 그냥 빠른 진행과 다소 진부한 이야기형태로 그래그래 그렇구나라는 정도의 마음.. 3.5 이상은 줄 수 있는 것이길 바랬는데 아니어서 좀 서운하네.",재미없다 반응 대체로 좋아하다 막연하다 대감 살짝 전혀 세대 애니 사람 쇼츠같 연속 재생 래서 지루하다 충분하다 캐릭터 이입 공감 시간 부족하다 빠르다 진행 다소 진부하다 이야기 형태 그래그래 구나 정도 마음 이상은 바랬는데 서운하다
내 취향 아니야... 하면서 외면한 지 어언 네 달 째. 온 세상이 케데헌을 외치고 내가 세상으로부터 외면 당하는 것 같아 아무런 기대를 하지 않고 봤다. 에라? 이 영화는 이게 괜찮을까? 라는 고민을 하지 않는다. 매우 적극적인 연출로 시청자들을 사로잡는다. 빼어난 스타일과 톤 앤 매너가 강렬했다. 시대가 변하고 있다. 예술이 어떤 양상으로 펼쳐질 지 예측되지 않는다. 외부적인 측면으로 본다면 이는 한국문화예술에 어마어마한 성과이자 한 편의 논문 같다. 케이팝에 대한 연구가 적극적으로 이뤄지고 케이팝이라는 학문이 자리잡아야 할 때 인 것 같다.,취향 외면 세상 외치 세상 외면 당하다 아무렇다 기대 괜찮다 고민 매우 적극 연출 시청자 빼어나다 스타일 매너 강렬하다 시대 변하다 예술 양상 예측 외부 측면 국문 예술 어마어마하다 성과 이자 편의 논문 대한 연구 적극 학문 자리
잘 되길 바라는 마음으로 ㅎ,마음
시간떼우면서 보기 좋음. 애니치고 스토리도 탄탄한 편인듯,시간 보기 애니 스토리 탄탄하다
K-POP과 아이돌 그리고 잘 만든 음악.,아이돌 음악
재밌자나…..?????!!!!!!???!!!!,재밌다
아직 출생의 비밀을 알려주지 않았잖은가.,출생 비밀
